pos,artist_name,track_uri,artist_uri,track_name,album_uri,album_name,pid,name,modified_at,num_artists,num_albums,num_tracks,num_followers,num_edits,playlist_duration_ms,collaborative,description,num_playlists_track,num_playlists_artist,raw_track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
41,Justin Bieber,spotify:track:4I2GqMe7L2ccMpUbnDzYLH,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Somebody To Love,spotify:album:6gdLfnf2vdNlMTyhJHaDLs,My Worlds,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,4,100,4I2GqMe7L2ccMpUbnDzYLH,0.719,0.839,5,-5.235,1,0.0257,0.00241,0.0,0.228,0.636,129.97,audio_features,spotify:track:4I2GqMe7L2ccMpUbnDzYLH,https://api.spotify.com/v1/tracks/4I2GqMe7L2ccMpUbnDzYLH,https://api.spotify.com/v1/audio-analysis/4I2GqMe7L2ccMpUbnDzYLH,220920,4
42,The All-American Rejects,spotify:track:5lDriBxJd22IhOH9zTcFrV,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,Dirty Little Secret,spotify:album:3PWEGZ6CYvXRnr0JCECsDe,Move Along,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,9,19,5lDriBxJd22IhOH9zTcFrV,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,audio_features,spotify:track:5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/tracks/5lDriBxJd22IhOH9zTcFrV,https://api.spotify.com/v1/audio-analysis/5lDriBxJd22IhOH9zTcFrV,193653,4
43,Justin Bieber,spotify:track:2eJ8ij1T3cNUKiGdcUvKhy,spotify:artist:1uNFoZAHBGtllmzznpCI3s,Baby,spotify:album:6gdLfnf2vdNlMTyhJHaDLs,My Worlds,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,5,100,2eJ8ij1T3cNUKiGdcUvKhy,0.73,0.848,5,-5.262,0,0.101,0.0494,0.0,0.133,0.559,65.025,audio_features,spotify:track:2eJ8ij1T3cNUKiGdcUvKhy,https://api.spotify.com/v1/tracks/2eJ8ij1T3cNUKiGdcUvKhy,https://api.spotify.com/v1/audio-analysis/2eJ8ij1T3cNUKiGdcUvKhy,213973,4
44,Vanessa Carlton,spotify:track:5y69gQtK33qxb8a24ACkCy,spotify:artist:5ILrArfIV0tMURcHJN8Q07,A Thousand Miles,spotify:album:7D6BFTArx2ajtkKRVXIKO2,Be Not Nobody,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,14,17,5y69gQtK33qxb8a24ACkCy,0.559,0.845,11,-3.871,1,0.0379,0.222,0.0,0.164,0.304,94.915,audio_features,spotify:track:5y69gQtK33qxb8a24ACkCy,https://api.spotify.com/v1/tracks/5y69gQtK33qxb8a24ACkCy,https://api.spotify.com/v1/audio-analysis/5y69gQtK33qxb8a24ACkCy,237493,4
45,Cris Cab,spotify:track:1X5WGCrUMuwRFuYU1eAo2I,spotify:artist:7vWBZm3sQ8yQvfV4nXxHXK,Livin on Sunday,spotify:album:2kNznk4KDkYXifzOAUDoXN,Red Road,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,2,2,1X5WGCrUMuwRFuYU1eAo2I,0.725,0.732,9,-6.594,1,0.156,0.0501,1.8e-06,0.104,0.515,93.029,audio_features,spotify:track:1X5WGCrUMuwRFuYU1eAo2I,https://api.spotify.com/v1/tracks/1X5WGCrUMuwRFuYU1eAo2I,https://api.spotify.com/v1/audio-analysis/1X5WGCrUMuwRFuYU1eAo2I,201230,4
46,Miley Cyrus,spotify:track:3utIAb67sOu0QHxBE88P1M,spotify:artist:5YGY8feqx7naU7z4HrwZM6,See You Again,spotify:album:6SkirMQoL4QhnXOM5MH5El,See You Again,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,5,80,3utIAb67sOu0QHxBE88P1M,0.695,0.903,9,-5.092,0,0.162,0.0137,4.32e-05,0.126,0.811,138.985,audio_features,spotify:track:3utIAb67sOu0QHxBE88P1M,https://api.spotify.com/v1/tracks/3utIAb67sOu0QHxBE88P1M,https://api.spotify.com/v1/audio-analysis/3utIAb67sOu0QHxBE88P1M,190453,4
47,Jesse McCartney,spotify:track:3jkdQNkDTxxXtjSO4l0o1H,spotify:artist:2Hjj68yyUPiC0HKEOigcEp,How Do You Sleep? - Featuring Ludacris,spotify:album:2tDCfKFy2YW9N0IwNSRdOJ,Departure - Recharged,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,1,16,3jkdQNkDTxxXtjSO4l0o1H,0.747,0.878,8,-3.533,1,0.0282,0.343,0.0,0.0872,0.557,106.004,audio_features,spotify:track:3jkdQNkDTxxXtjSO4l0o1H,https://api.spotify.com/v1/tracks/3jkdQNkDTxxXtjSO4l0o1H,https://api.spotify.com/v1/audio-analysis/3jkdQNkDTxxXtjSO4l0o1H,208333,4
48,Demi Lovato,spotify:track:5c1sfI6wIQEsSUw0xrkFdl,spotify:artist:6S2OmqARrzebs0tKUEyXyp,This Is Me,spotify:album:6vykWEBzBfEKYJxEFR1AQl,Camp Rock Original Soundtrack,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,4,54,5c1sfI6wIQEsSUw0xrkFdl,0.485,0.823,1,-2.816,1,0.0362,0.00981,0.0,0.116,0.555,91.005,audio_features,spotify:track:5c1sfI6wIQEsSUw0xrkFdl,https://api.spotify.com/v1/tracks/5c1sfI6wIQEsSUw0xrkFdl,https://api.spotify.com/v1/audio-analysis/5c1sfI6wIQEsSUw0xrkFdl,189187,4
49,Avril Lavigne,spotify:track:6sqNctd7MlJoKDOxPVCAvU,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,My Happy Ending,spotify:album:7851Vsjv3apS52sXUik6iF,Under My Skin,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,2,27,6sqNctd7MlJoKDOxPVCAvU,0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,audio_features,spotify:track:6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/audio-analysis/6sqNctd7MlJoKDOxPVCAvU,242413,4
50,We The Kings,spotify:track:1b7vg5T9YKR3NNqXfBYRF7,spotify:artist:3ao3jf5d70Tf4fPh2bnXVl,Check Yes Juliet,spotify:album:2F1hfUOuMnOxtSfrktL8VX,We The Kings,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,3,8,1b7vg5T9YKR3NNqXfBYRF7,0.35,0.909,2,-4.204,1,0.0774,0.0024,0.0,0.163,0.314,166.866,audio_features,spotify:track:1b7vg5T9YKR3NNqXfBYRF7,https://api.spotify.com/v1/tracks/1b7vg5T9YKR3NNqXfBYRF7,https://api.spotify.com/v1/audio-analysis/1b7vg5T9YKR3NNqXfBYRF7,220133,4
51,Boys Like Girls,spotify:track:6GIrIt2M39wEGwjCQjGChX,spotify:artist:0vWCyXMrrvMlCcepuOJaGI,The Great Escape,spotify:album:4WqgusSAgXkrjbXzqdBY68,Boys Like Girls,0,Throwbacks,1493424000,37,47,52,1,6,11532414,false,,8,13,6GIrIt2M39wEGwjCQjGChX,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,audio_features,spotify:track:6GIrIt2M39wEGwjCQjGChX,https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX,https://api.spotify.com/v1/audio-analysis/6GIrIt2M39wEGwjCQjGChX,206520,4
0,Survivor,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,spotify:artist:26bcq2nyj5GB7uRr558iQg,Eye of the Tiger,spotify:album:4PT9VulQaQP6XR1xBI2x1W,Eye Of The Tiger,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,21,22,2HHtWyy5CgaQbC7XSoOb0e,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,audio_features,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e,243773,4
1,Daniel Tidwell,spotify:track:1MYYt7h6amcrauCOoso3Gx,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,Libera Me From Hell (Tengen Toppa Gurren Lagann),spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,2,1MYYt7h6amcrauCOoso3Gx,0.343,0.975,1,-2.502,0,0.135,3.23e-05,0.991,0.0515,0.133,119.883,audio_features,spotify:track:1MYYt7h6amcrauCOoso3Gx,https://api.spotify.com/v1/tracks/1MYYt7h6amcrauCOoso3Gx,https://api.spotify.com/v1/audio-analysis/1MYYt7h6amcrauCOoso3Gx,70294,4
2,Daniel Tidwell,spotify:track:3x2mJ2bjCIU70NrH49CtYR,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,Pokémon Theme,spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,2,3x2mJ2bjCIU70NrH49CtYR,0.414,0.959,7,-4.299,0,0.0378,2.31e-05,0.933,0.368,0.589,145.911,audio_features,spotify:track:3x2mJ2bjCIU70NrH49CtYR,https://api.spotify.com/v1/tracks/3x2mJ2bjCIU70NrH49CtYR,https://api.spotify.com/v1/audio-analysis/3x2mJ2bjCIU70NrH49CtYR,65306,4
3,Daniel Tidwell,spotify:track:1Pm3fq1SC6lUlNVBGZi3Em,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,Concerning Hobbits (The Lord of the Rings),spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,2,1Pm3fq1SC6lUlNVBGZi3Em,0.522,0.205,2,-7.986,1,0.0376,0.0534,0.235,0.0985,0.353,103.868,audio_features,spotify:track:1Pm3fq1SC6lUlNVBGZi3Em,https://api.spotify.com/v1/tracks/1Pm3fq1SC6lUlNVBGZi3Em,https://api.spotify.com/v1/audio-analysis/1Pm3fq1SC6lUlNVBGZi3Em,108532,4
4,Daniel Tidwell,spotify:track:1NXTEkIeRL59NK61QuhYUl,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,The Blood of Cuchulainn (The Boondock Saints),spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,2,1NXTEkIeRL59NK61QuhYUl,0.0849,0.956,2,-4.196,1,0.0805,5.24e-05,0.953,0.397,0.309,185.397,audio_features,spotify:track:1NXTEkIeRL59NK61QuhYUl,https://api.spotify.com/v1/tracks/1NXTEkIeRL59NK61QuhYUl,https://api.spotify.com/v1/audio-analysis/1NXTEkIeRL59NK61QuhYUl,214269,3
5,Daniel Tidwell,spotify:track:3RGlJJFkWEavxeRQr9ivAd,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,He's a Pirate (Pirates of the Caribbean),spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,2,3RGlJJFkWEavxeRQr9ivAd,0.283,0.925,3,-4.7,1,0.111,0.000748,0.933,0.166,0.368,99.45,audio_features,spotify:track:3RGlJJFkWEavxeRQr9ivAd,https://api.spotify.com/v1/tracks/3RGlJJFkWEavxeRQr9ivAd,https://api.spotify.com/v1/audio-analysis/3RGlJJFkWEavxeRQr9ivAd,110219,4
6,Daniel Tidwell,spotify:track:0e9hR1vTrzlUvFH5PgA9rY,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,Very Bloody Tears (Castlevania II: Simon's Quest),spotify:album:60wUpRwDRF1jmViHaW2yu4,Versus Video Games,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,2,0e9hR1vTrzlUvFH5PgA9rY,0.492,0.97,4,-5.677,0,0.0554,9.65e-06,0.891,0.162,0.556,120.005,audio_features,spotify:track:0e9hR1vTrzlUvFH5PgA9rY,https://api.spotify.com/v1/tracks/0e9hR1vTrzlUvFH5PgA9rY,https://api.spotify.com/v1/audio-analysis/0e9hR1vTrzlUvFH5PgA9rY,207520,4
7,Kaleptik,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,spotify:artist:6BKWwLs98ZY3ifhCDNGvLk,U.N. Owen Was Her? (Remix),spotify:album:38tJMNu2lPatR7xnPchOOB,"Video Game Remixes, Vol. 1",1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,1,7dkbEHIMLoeuG4zXGmzhEH,0.493,0.969,2,-3.282,0,0.0463,0.201,0.655,0.247,0.34,170.581,audio_features,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,https://api.spotify.com/v1/tracks/7dkbEHIMLoeuG4zXGmzhEH,https://api.spotify.com/v1/audio-analysis/7dkbEHIMLoeuG4zXGmzhEH,226000,4
8,Ben Foster,spotify:track:7nZnCjIJ8JigdMqJ36yRRm,spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0,I am the Doctor in Utah,spotify:album:2t34tkX7TR5rYKMu3WYO0z,Doctor Who: Series 6 (Original Television Soundtrack),1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,1,7nZnCjIJ8JigdMqJ36yRRm,0.536,0.458,2,-9.906,0,0.0385,0.893,0.495,0.106,0.259,170.113,audio_features,spotify:track:7nZnCjIJ8JigdMqJ36yRRm,https://api.spotify.com/v1/tracks/7nZnCjIJ8JigdMqJ36yRRm,https://api.spotify.com/v1/audio-analysis/7nZnCjIJ8JigdMqJ36yRRm,104600,1
9,Leslie Odom Jr.,spotify:track:2TK2KSrzXD6W01qjXVjNGh,spotify:artist:3cR4rhS2hBWqI7rJEBacvN,The Room Where It Happens,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,2,5,2TK2KSrzXD6W01qjXVjNGh,0.638,0.49,4,-9.382,0,0.426,0.271,0.0,0.664,0.511,173.552,audio_features,spotify:track:2TK2KSrzXD6W01qjXVjNGh,https://api.spotify.com/v1/tracks/2TK2KSrzXD6W01qjXVjNGh,https://api.spotify.com/v1/audio-analysis/2TK2KSrzXD6W01qjXVjNGh,318215,4
10,Christopher Jackson,spotify:track:3nJYcY9yvKP8Oi2Ml8brXt,spotify:artist:6sLwRSXSUF5JTUnQaFenyj,Right Hand Man,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,6,3nJYcY9yvKP8Oi2Ml8brXt,0.68,0.413,8,-9.41,1,0.492,0.177,0.0,0.205,0.383,158.576,audio_features,spotify:track:3nJYcY9yvKP8Oi2Ml8brXt,https://api.spotify.com/v1/tracks/3nJYcY9yvKP8Oi2Ml8brXt,https://api.spotify.com/v1/audio-analysis/3nJYcY9yvKP8Oi2Ml8brXt,321697,4
11,Leslie Odom Jr.,spotify:track:4TTV7EcfroSLWzXRY6gLv6,spotify:artist:3cR4rhS2hBWqI7rJEBacvN,Alexander Hamilton,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,5,5,4TTV7EcfroSLWzXRY6gLv6,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,audio_features,spotify:track:4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/tracks/4TTV7EcfroSLWzXRY6gLv6,https://api.spotify.com/v1/audio-analysis/4TTV7EcfroSLWzXRY6gLv6,236738,4
12,Lin-Manuel Miranda,spotify:track:4cxvludVmQxryrnx1m9FqL,spotify:artist:4aXXDj9aZnlshx7mzj3W1N,My Shot,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,3,4,4cxvludVmQxryrnx1m9FqL,0.698,0.649,8,-6.764,1,0.415,0.15,0.0,0.0903,0.568,180.466,audio_features,spotify:track:4cxvludVmQxryrnx1m9FqL,https://api.spotify.com/v1/tracks/4cxvludVmQxryrnx1m9FqL,https://api.spotify.com/v1/audio-analysis/4cxvludVmQxryrnx1m9FqL,333154,4
13,Led Zeppelin,spotify:track:5CQ30WqJwcep0pYcV4AMNc,spotify:artist:36QJpDe2go2KgaRleHCDTp,Stairway To Heaven,spotify:album:44Ig8dzqOkvkGDzaUof9lK,Led Zeppelin IV,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,17,29,5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
14,Collective Soul,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6,Shine,spotify:album:3uSVy9q97sAzd5UE0dMdOT,"Hints, Allegations & Things Left Unsaid",1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,4,6,1HZ3cUZUw5htSFmah1V8Ko,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,audio_features,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,https://api.spotify.com/v1/tracks/1HZ3cUZUw5htSFmah1V8Ko,https://api.spotify.com/v1/audio-analysis/1HZ3cUZUw5htSFmah1V8Ko,306040,4
15,Nightwish,spotify:track:43pmQcgxMMhJu1gPW2ZdNz,spotify:artist:2NPduAUeLVsfIauhRwuft1,Ghost Love Score,spotify:album:7pYmXPG9Wj5nvC5jFM0yEW,Once,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,2,43pmQcgxMMhJu1gPW2ZdNz,0.444,0.793,5,-5.326,0,0.0377,0.0107,0.000769,0.184,0.208,101.012,audio_features,spotify:track:43pmQcgxMMhJu1gPW2ZdNz,https://api.spotify.com/v1/tracks/43pmQcgxMMhJu1gPW2ZdNz,https://api.spotify.com/v1/audio-analysis/43pmQcgxMMhJu1gPW2ZdNz,602080,3
16,Seal,spotify:track:6Vz7vzOpCwKeSQlfViibuY,spotify:artist:5GtMEZEeFFsuHY8ad4kOxv,Crazy,spotify:album:3NehJpD5x3MUtpl8jDTHaa,Best 1991 - 2004,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,3,9,6Vz7vzOpCwKeSQlfViibuY,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0112,0.0655,0.724,102.561,audio_features,spotify:track:6Vz7vzOpCwKeSQlfViibuY,https://api.spotify.com/v1/tracks/6Vz7vzOpCwKeSQlfViibuY,https://api.spotify.com/v1/audio-analysis/6Vz7vzOpCwKeSQlfViibuY,356520,4
17,The Rolling Stones,spotify:track:4sFbojhVXQv7dBC9PVCcRn,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Sympathy For The Devil,spotify:album:5WZFtmADuJUZPtt0NER0Qi,Beggars Banquet,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,10,37,4sFbojhVXQv7dBC9PVCcRn,0.566,0.673,9,-10.814,1,0.306,0.565,1.13e-06,0.0438,0.583,114.385,audio_features,spotify:track:4sFbojhVXQv7dBC9PVCcRn,https://api.spotify.com/v1/tracks/4sFbojhVXQv7dBC9PVCcRn,https://api.spotify.com/v1/audio-analysis/4sFbojhVXQv7dBC9PVCcRn,377747,4
18,The Rolling Stones,spotify:track:1dv3ePjze9tPq2pk8eWJdR,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Gimme Shelter,spotify:album:0c78nsgqX6VfniSNWIxwoD,Let It Bleed,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,10,37,1dv3ePjze9tPq2pk8eWJdR,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,audio_features,spotify:track:1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/tracks/1dv3ePjze9tPq2pk8eWJdR,https://api.spotify.com/v1/audio-analysis/1dv3ePjze9tPq2pk8eWJdR,270773,4
19,Lynyrd Skynyrd,spotify:track:5EWPGh7jbTNO2wakv8LjUI,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Free Bird,spotify:album:6DExt1eX4lflLacVjHHbOs,Pronounced' Leh-'Nerd 'Skin-'Nerd,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,11,34,5EWPGh7jbTNO2wakv8LjUI,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,audio_features,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107,4
20,Boston,spotify:track:1GqlvSEtMx5xbGptxOTTyk,spotify:artist:29kkCKKGXheHuoO829FxWK,Peace of Mind,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,4,23,1GqlvSEtMx5xbGptxOTTyk,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,audio_features,spotify:track:1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/tracks/1GqlvSEtMx5xbGptxOTTyk,https://api.spotify.com/v1/audio-analysis/1GqlvSEtMx5xbGptxOTTyk,303587,4
21,Boston,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,spotify:artist:29kkCKKGXheHuoO829FxWK,Foreplay / Long Time,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,2,23,39C5FuZ8C8M0QI8CrMsPkR,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,audio_features,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/tracks/39C5FuZ8C8M0QI8CrMsPkR,https://api.spotify.com/v1/audio-analysis/39C5FuZ8C8M0QI8CrMsPkR,467640,4
22,Toto,spotify:track:4aVuWgvD0X63hcOCnZtNFA,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,Hold the Line,spotify:album:1mnu4hYvdwQgZXcNvtJ3D3,Toto,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,4,22,4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,audio_features,spotify:track:4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/tracks/4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/audio-analysis/4aVuWgvD0X63hcOCnZtNFA,235547,4
23,Kansas,spotify:track:4DMKwE2E2iYDKY01C335Uw,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,Carry on Wayward Son,spotify:album:7MejfRSNnrpcLZIxkeZDqR,Leftoverture,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,22,25,4DMKwE2E2iYDKY01C335Uw,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,audio_features,spotify:track:4DMKwE2E2iYDKY01C335Uw,https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw,https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw,323000,4
24,Queen,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Bohemian Rhapsody - Remastered 2011,spotify:album:1TSZDcvlPtAnekTaItI3qO,A Night At The Opera,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,30,61,1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY,354320,4
25,Lynyrd Skynyrd,spotify:track:4CJVkjo5WpmUAKp3R44LNb,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Sweet Home Alabama,spotify:album:5rtOJsiDDjA9V5306cyTRS,Second Helping,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,26,34,4CJVkjo5WpmUAKp3R44LNb,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,audio_features,spotify:track:4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb,281147,4
26,Boston,spotify:track:1QEEqeFIZktqIpPI4jSVSF,spotify:artist:29kkCKKGXheHuoO829FxWK,More Than a Feeling,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,20,23,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
27,Led Zeppelin,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,spotify:artist:36QJpDe2go2KgaRleHCDTp,Kashmir,spotify:album:1lZahjeu4AhPkg9JARZr5F,Physical Graffiti,1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,4,29,2nVHqZbOGkKWzlcy1aMbE7,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,audio_features,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,https://api.spotify.com/v1/tracks/2nVHqZbOGkKWzlcy1aMbE7,https://api.spotify.com/v1/audio-analysis/2nVHqZbOGkKWzlcy1aMbE7,508200,3
28,Ben Foster,spotify:track:6MpMuAuLzFFfwB8QzWL1iZ,spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0,The Majestic Tale (Of A Madman In A Box),spotify:album:2t34tkX7TR5rYKMu3WYO0z,Doctor Who: Series 6 (Original Television Soundtrack),1,Awesome Playlist,1506556800,21,23,39,1,5,11656470,false,,1,1,6MpMuAuLzFFfwB8QzWL1iZ,0.363,0.554,2,-10.784,0,0.0317,0.0885,0.973,0.261,0.408,72.429,audio_features,spotify:track:6MpMuAuLzFFfwB8QzWL1iZ,https://api.spotify.com/v1/tracks/6MpMuAuLzFFfwB8QzWL1iZ,https://api.spotify.com/v1/audio-analysis/6MpMuAuLzFFfwB8QzWL1iZ,241160,1
